DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-08-11 10:56:34,2.3,3.4,397,9,0.02,0.03,66,54.6,F
2025-08-11 10:57:34,2.1,3.7,403,8,0.01,0.01,66,54.7,F
2025-08-11 10:58:34,2.4,4.1,368,9,0.01,0.01,65.9,54.8,F
2025-08-11 10:59:34,3.3,5.9,596,13,0.02,0.02,65.8,55,F
2025-08-11 11:00:34,2.4,3.6,392,9,0.02,0.02,65.5,55,F
2025-08-11 11:01:34,3.3,6.7,635,13,0.02,0.03,65.5,56.2,F
2025-08-11 11:02:34,3.8,6.9,636,15,0.01,0.02,65.4,56.2,F
2025-08-11 11:03:34,3.9,7,639,16,0.01,0.01,65.4,56.4,F
2025-08-11 11:04:34,3.7,7,602,15,0.01,0.02,65.3,55.2,F
2025-08-11 11:05:34,3.9,7.1,644,16,0.01,0.02,65.4,55.3,F
2025-08-11 11:06:34,4,6.7,680,16,0.02,0.02,65.1,55.3,F
2025-08-11 11:07:34,2.4,3.8,401,9,0.02,0.02,65,55.4,F
2025-08-11 11:08:34,2.2,3.8,338,9,0.02,0.01,65,55.4,F
2025-08-11 11:09:34,2.1,3.4,417,8,0.02,0.01,65.1,55.5,F
2025-08-11 11:10:34,1.7,3.1,334,7,0.02,0.01,64.8,56.7,F
2025-08-11 11:11:34,1.8,3.1,314,7,0.02,0.02,64.9,56.7,F
2025-08-11 11:12:34,2.4,4,373,10,0.01,0.01,64.8,56.7,F
2025-08-11 11:13:34,2.3,4,365,9,0.01,0.02,64.9,56.8,F
2025-08-11 11:14:34,2.2,3.5,429,8,0.01,0.01,64.7,57.9,F
2025-08-11 11:15:34,2.1,3.5,400,8,0.02,0.02,64.8,56.8,F
2025-08-11 11:16:34,2.2,3.7,431,8,0.02,0.02,64.6,56.9,F
2025-08-11 11:17:34,1.2,2,213,5,0.02,0.01,64.8,56.9,F
2025-08-11 11:18:34,2.2,3.3,338,9,0.01,0.01,64.6,58.1,F
2025-08-11 11:19:34,2.2,3.6,427,8,0.02,0.03,64.9,56.9,F
2025-08-11 11:20:34,1.6,2.9,292,6,0.02,0.01,64.8,57.1,F
2025-08-11 11:21:34,1.5,2.6,258,6,0.01,0.01,64.9,57,F
2025-08-11 11:22:34,1,1.7,234,4,0.02,0.01,64.8,58.1,F
2025-08-11 11:23:34,0.7,1.3,200,2,0.02,0.01,64.8,57.1,F
2025-08-11 11:24:34,1.1,1.8,263,4,0.02,0.02,64.7,55.9,F
2025-08-11 11:25:34,1.2,2.2,175,5,0.02,0.02,64.7,55.9,F
2025-08-11 11:26:34,0.9,1.3,256,3,0.01,0.02,64.8,55.9,F
2025-08-11 11:27:34,1.2,1.9,170,4,0.02,0.02,64.8,55.9,F
2025-08-11 11:28:34,0.8,1.4,194,3,0.02,0.02,64.7,57.1,F
2025-08-11 11:29:34,1,1.2,228,4,0.02,0.03,64.8,57.1,F
2025-08-11 11:30:34,1,1.5,249,4,0.02,0.02,64.7,57.2,F
2025-08-11 11:31:34,1,1.8,248,4,0.01,0.02,64.8,58.4,F
2025-08-11 15:33:33,3.4,6,522,14,0.01,0.03,67.5,63.4,F
2025-08-11 15:34:33,3,5.4,525,12,0.02,0.04,67.2,65.1,F
2025-08-11 15:35:33,3.2,6.1,552,13,0.01,0.03,67.1,64.5,F
2025-08-11 15:36:33,2.9,5.3,485,11,0.01,0.03,67.1,63.8,F
