DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-08-12 09:23:54,2.6,5.0,508,10,0.02,0.01,64.7,55.9,F
2025-08-12 09:24:54,2.2,4.1,397,9,0.02,0.02,64.6,55.8,F
2025-08-12 09:25:54,2.1,3.6,364,8,0.01,0.01,64.6,55.9,F
2025-08-12 09:26:54,2.5,4.4,459,10,0.02,0.01,64.6,55.8,F
2025-08-12 09:27:54,1.9,3.5,336,7,0.02,0.02,64.6,56.0,F
2025-08-12 09:28:54,1.5,2.7,239,6,0.02,0.01,64.6,55.9,F
2025-08-12 09:29:54,2.3,3.9,429,9,0.02,0.01,64.6,56.0,F
2025-08-12 09:30:54,1.9,3.4,349,7,0.02,0.02,64.6,55.9,F
2025-08-12 09:31:54,1.9,3.2,358,7,0.01,0.01,64.6,56.0,F
2025-08-12 09:32:54,1.8,3.0,288,7,0.02,0.01,64.9,54.8,F
2025-08-12 09:33:54,1.9,3.2,314,7,0.01,0.02,64.7,55.9,F
2025-08-12 09:34:54,2.0,3.5,349,8,0.01,0.02,64.7,54.9,F
2025-08-12 09:35:54,2.3,4.4,477,9,0.02,0.02,64.7,56.0,F
2025-08-12 09:42:23,2.2,3.8,424,9,0.01,0.02,72.4,48.3,F
2025-08-12 09:46:20,2.4,4.2,461,9,0.02,0.01,73.8,47.7,F
2025-08-12 09:47:20,2.4,3.9,427,9,0.02,0.02,73.7,47.1,F
2025-08-12 09:48:20,3.2,5.2,519,13,0.02,0.02,73.7,49.3,F
2025-08-12 09:49:20,2.5,4.4,465,10,0.01,0.01,73.9,49.7,F
2025-08-12 09:50:20,2.5,4.4,468,10,0.02,0.01,74.0,49.9,F
2025-08-12 09:51:20,2.5,4.1,466,10,0.02,0.02,74.2,48.1,F
2025-08-12 09:52:20,2.6,3.8,479,10,0.01,0.01,74.3,48.3,F
2025-08-12 09:53:20,1.7,3.1,286,6,0.02,0.01,74.6,47.5,F
2025-08-12 09:54:20,1.5,2.7,215,6,0.01,0.02,74.8,45.6,F
2025-08-12 09:55:20,1.7,3.1,267,7,0.02,0.01,74.9,43.7,F
2025-08-12 09:56:20,1.8,3.1,302,7,0.01,0.01,74.9,43.8,F
2025-08-12 09:57:20,2.1,3.8,428,8,0.02,0.03,75.1,48.3,F
2025-08-12 09:58:20,2.0,3.8,350,8,0.01,0.02,75.1,48.6,F
2025-08-12 09:59:20,1.5,2.5,255,6,0.02,0.01,75.5,43.2,F
2025-08-12 10:00:20,0.9,1.5,193,3,0.01,0.02,75.3,41.3,F
2025-08-12 10:01:20,1.3,1.7,283,5,0.02,0.10,75.2,41.3,F
2025-08-12 10:02:20,1.7,3.1,323,7,0.03,0.12,74.6,41.5,F
2025-08-12 10:03:20,2.5,4.2,489,10,0.04,0.17,74.4,42.6,F
2025-08-12 10:04:20,4.1,7.1,618,16,0.02,0.10,73.9,41.7,F
2025-08-12 10:05:20,3.2,5.8,485,13,0.03,0.12,73.7,41.7,F
2025-08-12 10:06:20,3.1,5.2,468,12,0.03,0.13,73.1,42.9,F
2025-08-12 10:07:20,2.7,4.7,495,11,0.04,0.16,72.9,43.1,F
2025-08-12 10:08:20,3.2,4.7,521,13,0.03,0.14,72.5,43.1,F
2025-08-12 10:09:20,2.5,4.4,472,10,0.03,0.12,72.4,43.2,F
2025-08-12 10:10:20,2.9,4.4,506,11,0.02,0.10,71.8,43.3,F
2025-08-12 10:11:20,2.7,4.4,488,11,0.02,0.07,71.7,44.5,F
2025-08-12 10:12:20,2.7,4.3,491,10,0.02,0.08,71.2,44.6,F
2025-08-12 10:13:20,2.8,5.0,427,11,0.01,0.06,71.0,44.6,F
2025-08-12 10:14:20,2.7,4.5,417,11,0.02,0.05,70.7,44.7,F
2025-08-12 10:15:20,3.2,4.8,471,13,0.02,0.05,70.6,44.9,F
2025-08-12 10:16:20,2.6,4.4,419,10,0.02,0.04,70.5,44.8,F
2025-08-12 10:17:20,3.0,4.7,488,12,0.02,0.03,70.4,43.7,F
2025-08-12 10:18:20,2.8,5.0,457,11,0.01,0.02,70.5,43.9,F
2025-08-12 10:19:20,2.8,4.4,446,11,0.02,0.03,70.5,43.8,F
2025-08-12 10:20:20,2.9,4.8,449,11,0.01,0.02,70.6,44.0,F
2025-08-12 10:21:20,3.3,5.9,532,13,0.02,0.02,70.6,43.9,F
2025-08-12 10:22:20,3.3,5.2,549,13,0.01,0.02,70.8,44.1,F
2025-08-12 10:23:20,2.9,5.1,479,11,0.02,0.02,71.0,44.0,F
2025-08-12 10:24:20,3.3,5.9,510,13,0.02,0.02,71.1,44.0,F
2025-08-12 10:25:20,3.8,7.0,632,15,0.01,0.01,71.4,42.9,F
2025-08-12 10:26:20,4.5,5.5,681,18,0.01,0.02,71.5,42.9,F
2025-08-12 10:27:20,3.7,6.8,632,15,0.01,0.01,71.6,45.2,F
2025-08-12 10:28:20,1.2,2.7,275,4,0.01,0.01,71.5,45.2,F
2025-08-12 10:29:20,1.3,2.4,275,5,0.02,0.02,71.6,46.5,F
2025-08-12 10:30:20,1.5,2.6,278,6,0.01,0.03,71.7,48.8,F
2025-08-12 10:31:20,3.2,6.4,571,13,0.02,0.02,71.9,45.3,F
2025-08-12 10:32:20,3.2,5.4,503,13,0.02,0.03,72.6,48.8,F
2025-08-12 10:33:20,3.4,7.1,670,14,0.01,0.01,72.8,47.7,F
2025-08-12 10:34:20,2.3,4.2,417,9,0.02,0.03,73.3,49.9,F
2025-08-12 10:35:20,1.9,3.2,354,7,0.02,0.05,73.7,49.9,F
2025-08-12 10:36:20,4.8,8.7,755,19,0.02,0.01,74.2,48.7,F
2025-08-12 10:37:20,2.2,4.1,409,9,0.02,0.03,74.2,44.3,F
2025-08-12 10:38:20,2.3,3.8,403,9,0.02,0.02,74.5,44.2,F
2025-08-12 10:39:20,2.4,4.3,467,10,0.02,0.01,74.3,44.2,F
2025-08-12 10:40:20,3.1,5.4,489,12,0.01,0.01,74.4,43.2,F
2025-08-12 10:41:20,3.0,5.5,454,12,0.02,0.02,74.2,45.5,F
2025-08-12 10:42:20,3.5,5.4,570,14,0.02,0.01,74.3,46.6,F
2025-08-12 10:43:20,3.5,6.8,575,14,0.01,0.01,74.3,45.4,F
2025-08-12 10:44:20,2.6,4.4,480,10,0.01,0.01,74.9,44.3,F
2025-08-12 10:45:20,2.7,4.7,513,11,0.01,0.01,75.1,44.4,F
2025-08-12 10:46:20,2.9,5.3,523,11,0.01,0.04,75.8,45.4,F
2025-08-12 10:55:01,0.9,3.0,263,3,0.01,0.02,79.7,38.3,F
2025-08-12 10:56:01,1.4,2.5,241,5,0.01,0.04,79.3,39.5,F
2025-08-12 10:57:01,2.0,3.8,350,8,0.02,0.01,78.9,37.8,F
2025-08-12 10:58:01,1.6,1.6,276,6,0.01,0.02,78.6,38.0,F
2025-08-12 10:59:01,1.3,2.2,305,5,0.01,0.02,78.3,38.2,F
2025-08-12 11:00:01,1.7,3.0,283,7,0.02,0.02,78.1,38.4,F
2025-08-12 11:01:01,1.8,3.1,311,7,0.02,0.02,77.9,38.6,F
2025-08-12 11:02:01,4.9,8.6,809,20,0.01,0.02,77.9,38.8,F
2025-08-12 11:03:01,5.0,8.7,813,20,0.02,0.02,77.8,39.0,F
2025-08-12 11:04:01,5.7,11.2,1008,23,0.01,0.02,77.5,39.2,F
2025-08-12 11:05:01,7.1,12.5,1103,29,0.02,0.02,77.6,40.4,F
2025-08-12 11:06:01,7.3,12.6,1128,30,0.02,0.01,77.2,39.5,F
2025-08-12 11:07:01,7.2,11.4,1079,29,0.02,0.01,77.1,39.7,F
2025-08-12 11:08:01,8.1,14.1,1328,33,0.01,0.01,76.9,39.8,F
2025-08-12 11:09:01,9.4,17.4,1519,38,0.01,0.02,77.0,39.9,F
2025-08-12 11:10:01,12.0,20.4,1799,49,0.02,0.01,76.7,40.1,F
2025-08-12 11:11:01,10.3,17.6,1523,42,0.02,0.01,76.6,40.3,F
2025-08-12 11:12:01,9.4,16.7,1468,38,0.01,0.01,76.3,40.3,F
2025-08-12 11:13:01,8.2,13.5,1313,33,0.02,0.01,76.4,39.4,F
2025-08-12 11:14:01,6.1,10.6,970,25,0.02,0.01,76.1,39.4,F
2025-08-12 11:15:01,5.8,10.1,913,24,0.02,0.01,76.1,39.5,F
2025-08-12 11:16:01,3.7,5.8,606,15,0.02,0.01,75.6,39.6,F
2025-08-12 11:17:01,2.8,4.9,415,11,0.01,0.02,75.6,39.7,F
2025-08-12 11:18:01,3.0,4.7,465,12,0.01,0.01,75.4,39.8,F
2025-08-12 11:19:01,4.0,6.8,695,16,0.02,0.01,75.5,39.8,F
2025-08-12 11:20:01,2.2,3.9,406,9,0.02,0.02,75.3,40.0,F
2025-08-12 11:21:01,2.6,4.5,479,10,0.02,0.01,75.2,40.0,F
2025-08-12 11:22:01,2.6,4.6,479,10,0.02,0.02,75.1,40.1,F
2025-08-12 11:23:01,1.8,3.0,313,7,0.02,0.02,75.0,40.2,F
2025-08-12 11:24:01,1.6,2.8,255,6,0.02,0.01,75.0,40.1,F
2025-08-12 11:25:01,2.3,4.3,502,9,0.02,0.02,75.0,39.1,F
2025-08-12 11:26:01,2.7,5.1,516,11,0.02,0.02,74.8,40.2,F
2025-08-12 11:27:01,1.5,2.5,260,6,0.01,0.01,74.7,39.3,F
2025-08-12 11:28:01,1.5,2.7,213,6,0.02,0.01,74.7,40.3,F
2025-08-12 11:29:01,1.6,1.9,275,6,0.01,0.01,74.4,40.4,F
2025-08-12 11:30:01,1.9,3.6,318,8,0.02,0.02,74.3,40.4,F
2025-08-12 11:31:01,1.9,3.4,349,8,0.01,0.01,74.4,40.6,F
2025-08-12 11:32:01,1.4,2.1,226,5,0.02,0.02,74.2,39.5,F
2025-08-12 11:33:01,2.0,3.7,351,8,0.02,0.02,74.1,40.6,F
2025-08-12 11:34:01,1.3,2.1,307,5,0.01,0.01,74.0,40.6,F
2025-08-12 11:35:01,1.5,3.0,257,6,0.02,0.03,74.0,39.5,F
2025-08-12 11:36:01,1.0,1.7,250,4,0.01,0.01,74.0,39.5,F
2025-08-12 11:37:01,1.5,2.8,246,6,0.01,0.01,73.9,40.6,F
2025-08-12 11:38:01,1.5,2.8,209,6,0.02,0.02,74.1,39.6,F
2025-08-12 11:39:01,1.3,2.5,303,5,0.02,0.01,73.9,39.5,F
2025-08-12 11:40:01,1.2,2.3,258,4,0.01,0.01,74.1,39.6,F
2025-08-12 11:41:01,1.1,2.4,250,4,0.02,0.01,74.0,40.7,F
2025-08-12 11:42:01,0.9,1.6,195,3,0.01,0.01,74.2,40.7,F
2025-08-12 11:43:01,1.6,3.1,269,6,0.02,0.02,74.2,40.8,F
2025-08-12 11:44:01,1.7,3.1,283,7,0.02,0.02,74.4,40.8,F
2025-08-12 11:45:01,1.0,2.0,237,4,0.02,0.02,74.2,40.9,F
2025-08-12 11:46:01,1.4,2.4,211,5,0.02,0.02,74.7,40.8,F
2025-08-12 11:47:01,1.7,2.5,281,7,0.01,0.01,74.6,39.7,F
2025-08-12 11:48:01,1.1,2.5,239,4,0.01,0.02,74.8,39.8,F
2025-08-12 11:49:01,1.2,2.1,270,5,0.01,0.01,74.6,39.7,F
2025-08-12 11:50:01,1.8,2.4,297,7,0.02,0.01,74.8,39.7,F
2025-08-12 11:51:01,1.1,1.9,257,4,0.01,0.02,74.6,39.7,F
2025-08-12 11:52:01,1.3,2.4,215,5,0.02,0.02,74.7,39.8,F
2025-08-12 11:53:01,1.3,2.5,285,5,0.02,0.01,74.6,40.9,F
2025-08-12 11:54:01,1.3,3.0,273,5,0.01,0.01,74.9,39.7,F
2025-08-12 11:55:01,1.7,3.5,317,7,0.02,0.02,74.8,39.9,F
