DATE,PM2.5(ug/m3),PM10(ug/m3),PARTICLES(per/L),AQI,HCHO(mg/m3),TVOC(mg/m3),TEMP,HUMI(%RH),TEMPUNIT
2025-08-11 09:51:59,2.6,4.9,507,10,0.02,0.02,58.8,65.2,F
2025-08-11 09:52:59,2.5,4.2,474,10,0.01,0.02,58.6,65.3,F
2025-08-11 09:53:59,2.9,4.9,445,11,0.02,0.02,58.8,65.2,F
2025-08-11 09:54:59,1.9,3.1,334,7,0.01,0.02,58.6,66.3,F
2025-08-11 09:55:59,1.7,3.1,292,7,0.02,0.02,58.9,66.4,F
2025-08-11 09:56:59,3.1,4.7,474,12,0.01,0.02,59.0,67.6,F
2025-08-11 09:57:59,2.4,4.3,443,9,0.02,0.03,59.2,66.4,F
2025-08-11 09:58:59,2.6,4.5,418,10,0.01,0.02,59.2,65.3,F
2025-08-11 09:59:59,2.7,4.7,509,11,0.02,0.02,59.4,64.1,F
2025-08-11 10:00:59,2.6,4.4,492,10,0.02,0.02,59.5,65.4,F
2025-08-11 10:01:59,4.7,6.9,736,19,0.02,0.01,59.6,63.0,F
2025-08-11 10:02:59,4.7,7.9,728,19,0.02,0.02,59.6,63.0,F
2025-08-11 10:03:59,4.7,8.2,757,19,0.01,0.02,59.6,63.0,F
2025-08-11 10:04:59,5.0,8.4,830,20,0.01,0.02,59.6,64.3,F
2025-08-11 10:05:59,3.7,6.4,658,15,0.02,0.02,59.6,64.2,F
2025-08-11 10:06:59,2.8,4.8,455,11,0.01,0.01,59.7,63.1,F
2025-08-11 10:17:21,23.2,39.9,3490,74,0.02,0.11,72.9,54.4,F
2025-08-11 10:18:21,22.5,38.1,3423,72,0.03,0.13,72.3,55.8,F
2025-08-11 10:19:21,27.1,47.4,4169,82,0.04,0.16,71.7,57.2,F
2025-08-11 10:20:21,24.1,41.3,3672,76,0.03,0.14,71.1,57.6,F
2025-08-11 10:21:21,22.2,39.3,3462,72,0.04,0.16,70.6,61.1,F
2025-08-11 10:22:21,24.2,41.9,3610,76,0.04,0.16,70.1,61.4,F
2025-08-11 10:23:21,23.4,39.1,3529,74,0.03,0.14,69.7,59.7,F
2025-08-11 10:24:21,21.3,36.9,3287,70,0.03,0.14,69.1,61.0,F
2025-08-11 10:25:21,20.0,33.9,3066,67,0.03,0.13,68.9,60.3,F
2025-08-11 10:26:21,20.4,35.1,3161,68,0.03,0.13,68.4,60.6,F
2025-08-11 10:27:21,19.8,33.5,3024,67,0.03,0.14,68.3,60.8,F
2025-08-11 10:28:21,23.3,40.4,3522,74,0.03,0.14,67.8,61.1,F
2025-08-11 10:29:21,20.8,35.4,3106,69,0.03,0.14,67.7,61.3,F
2025-08-11 10:30:21,16.3,27.1,2339,59,0.03,0.12,67.3,60.5,F
2025-08-11 10:31:21,16.9,28.3,2581,61,0.02,0.10,67.2,60.7,F
2025-08-11 10:32:21,14.8,25.7,2257,56,0.02,0.11,66.8,62.0,F
2025-08-11 10:33:21,14.9,25.2,2344,56,0.02,0.09,66.8,62.3,F
2025-08-11 10:34:21,20.1,35.6,3104,67,0.03,0.13,66.5,62.3,F
2025-08-11 10:35:21,20.1,34.5,3086,67,0.03,0.13,66.4,62.5,F
2025-08-11 10:36:21,19.9,35.1,3153,67,0.03,0.13,66.1,62.8,F
2025-08-11 10:37:21,24.5,43.9,3836,77,0.03,0.13,66.1,63.9,F
2025-08-11 10:38:21,26.8,44.3,4003,81,0.03,0.13,65.8,63.0,F
2025-08-11 10:39:21,24.2,40.2,3666,76,0.03,0.13,65.8,64.2,F
2025-08-11 10:40:21,21.5,37.2,3309,70,0.03,0.13,65.5,64.5,F
2025-08-11 10:41:21,21.9,37.2,3306,71,0.03,0.14,65.4,65.6,F
2025-08-11 10:42:21,21.0,36.5,3239,69,0.03,0.14,65.3,65.8,F
2025-08-11 10:43:21,20.8,36.6,3157,69,0.03,0.14,65.3,65.8,F
2025-08-11 10:44:21,19.4,32.6,2891,66,0.03,0.15,65.2,66.0,F
2025-08-11 10:45:21,15.7,26.7,2415,58,0.03,0.12,65.2,63.8,F
2025-08-11 10:46:21,14.7,26.7,2340,56,0.03,0.13,65.1,65.0,F
2025-08-11 10:47:21,17.7,30.5,2756,62,0.04,0.16,65.0,65.1,F
2025-08-11 10:48:21,16.6,29.0,2530,60,0.04,0.16,65.0,66.3,F
2025-08-11 10:49:21,15.3,25.6,2330,57,0.04,0.16,64.8,66.5,F
2025-08-11 10:50:21,16.4,27.2,2516,59,0.04,0.16,64.9,65.3,F
2025-08-11 10:51:21,15.5,27.7,2448,58,0.04,0.16,64.8,65.4,F
2025-08-11 10:52:21,13.2,23.1,2069,53,0.03,0.15,65.0,65.5,F
2025-08-11 10:53:21,13.9,23.8,2108,54,0.04,0.16,64.7,65.5,F
2025-08-11 10:54:21,14.6,23.7,2129,56,0.04,0.16,64.9,66.7,F
2025-08-11 10:55:21,12.2,20.1,1925,51,0.03,0.15,64.7,66.9,F
2025-08-11 10:56:21,12.5,21.5,1904,51,0.04,0.16,64.8,69.2,F
2025-08-11 10:57:21,11.7,18.9,1814,48,0.03,0.14,64.7,65.8,F
2025-08-11 10:58:21,11.9,20.3,1854,49,0.03,0.14,64.8,64.6,F
2025-08-11 10:59:21,10.2,17.8,1583,41,0.03,0.14,64.8,64.8,F
2025-08-11 11:00:21,11.5,20.1,1783,47,0.03,0.13,65.0,64.7,F
2025-08-11 11:01:21,10.7,17.2,1609,44,0.03,0.15,64.8,64.9,F
2025-08-11 11:02:21,10.6,18.3,1675,43,0.03,0.15,65.0,64.8,F
2025-08-11 11:03:21,10.6,18.4,1671,43,0.04,0.16,64.7,67.1,F
2025-08-11 11:04:21,10.7,18.5,1703,44,0.04,0.16,64.8,67.1,F
2025-08-11 11:05:21,10.5,16.9,1663,43,0.04,0.16,64.9,67.2,F
2025-08-11 11:06:21,9.2,15.8,1406,38,0.03,0.12,64.9,64.9,F
2025-08-11 11:07:21,7.2,11.9,1130,29,0.03,0.13,64.8,66.1,F
2025-08-11 11:08:21,8.5,14.3,1308,35,0.03,0.13,64.9,65.0,F
2025-08-11 11:09:21,7.6,12.6,1197,31,0.03,0.14,64.8,66.1,F
2025-08-11 11:10:21,10.0,17.6,1503,41,0.03,0.13,64.8,65.1,F
2025-08-11 11:11:21,5.7,9.7,895,23,0.02,0.10,64.8,65.0,F
2025-08-11 11:12:21,7.2,11.9,1098,29,0.03,0.12,64.7,66.2,F
2025-08-11 11:13:21,7.8,13.6,1242,32,0.03,0.12,64.6,65.1,F
2025-08-11 11:14:21,9.6,16.5,1448,39,0.03,0.13,64.6,65.2,F
2025-08-11 11:15:21,9.5,17.1,1480,39,0.03,0.14,64.7,65.1,F
2025-08-11 11:16:21,9.2,16.2,1466,38,0.03,0.15,64.5,65.2,F
2025-08-11 11:26:36,1.0,1.7,220,4,0.02,0.01,75.7,46.3,F
2025-08-11 11:27:36,1.9,2.7,305,7,0.02,0.01,74.7,49.7,F
2025-08-11 11:28:36,1.3,2.3,232,5,0.02,0.03,74.1,50.0,F
2025-08-11 11:29:36,1.0,1.9,231,4,0.02,0.01,73.5,50.4,F
2025-08-11 11:30:36,0.7,1.2,179,2,0.02,0.01,73.0,50.8,F
2025-08-11 11:31:36,1.1,1.8,241,4,0.02,0.01,72.7,53.1,F
2025-08-11 11:32:36,1.9,2.4,318,7,0.02,0.02,72.4,54.4,F
2025-08-11 11:33:36,1.7,2.3,299,7,0.02,0.02,72.3,52.6,F
2025-08-11 11:34:36,2.8,4.8,423,11,0.01,0.01,71.9,51.8,F
2025-08-11 11:35:36,2.0,3.1,298,8,0.02,0.01,71.7,50.9,F
2025-08-11 11:36:36,2.2,3.9,397,8,0.01,0.01,71.4,54.4,F
2025-08-11 11:37:36,1.3,2.4,303,5,0.01,0.02,71.0,55.8,F
2025-08-11 11:38:36,2.2,3.4,454,9,0.01,0.01,70.9,56.0,F
2025-08-11 11:39:36,4.7,8.2,758,19,0.01,0.01,70.4,55.1,F
2025-08-11 11:40:36,2.9,4.2,458,12,0.02,0.01,70.1,54.1,F
2025-08-11 11:41:36,2.8,4.5,415,11,0.02,0.02,69.6,54.3,F
2025-08-11 11:42:36,2.8,5.0,502,11,0.02,0.03,69.5,53.5,F
2025-08-11 11:43:36,2.9,5.2,519,11,0.02,0.02,69.0,53.5,F
2025-08-11 11:44:36,3.7,6.1,468,15,0.02,0.01,68.8,53.8,F
2025-08-11 11:45:36,2.6,4.4,471,10,0.02,0.02,68.2,54.9,F
2025-08-11 11:46:36,4.5,7.4,694,18,0.02,0.01,68.1,55.2,F
2025-08-11 11:47:36,4.7,8.0,757,19,0.02,0.03,67.4,55.2,F
2025-08-11 11:48:36,4.1,7.3,619,17,0.01,0.02,67.5,56.5,F
2025-08-11 11:49:36,2.7,4.3,489,11,0.01,0.01,67.3,57.7,F
2025-08-11 11:50:36,3.0,5.3,501,12,0.01,0.01,67.5,57.8,F
2025-08-11 11:51:36,3.4,6.4,568,14,0.02,0.01,67.4,59.0,F
2025-08-11 11:52:36,3.8,6.3,667,15,0.01,0.01,67.6,57.9,F
2025-08-11 11:53:36,4.1,7.7,718,17,0.02,0.02,67.8,58.1,F
2025-08-11 11:54:36,1.4,2.0,239,5,0.01,0.02,68.0,55.9,F
2025-08-11 11:55:36,1.1,1.7,245,4,0.02,0.02,68.3,56.1,F
2025-08-11 11:56:36,0.7,2.7,225,2,0.02,0.01,68.4,57.1,F
2025-08-11 11:57:36,1.5,2.5,247,6,0.02,0.02,68.5,57.2,F
2025-08-11 11:58:36,1.0,1.8,248,4,0.02,0.02,68.6,56.1,F
2025-08-11 11:59:36,1.0,1.5,246,4,0.02,0.02,68.5,54.0,F
2025-08-11 12:00:36,1.2,1.4,258,5,0.01,0.02,68.2,54.0,F
2025-08-11 12:01:36,1.2,2.0,263,4,0.02,0.01,68.0,55.2,F
2025-08-11 12:02:36,2.1,3.8,382,8,0.02,0.01,67.3,54.1,F
2025-08-11 12:03:36,2.3,3.5,379,9,0.02,0.02,67.4,54.3,F
2025-08-11 12:04:36,1.4,2.3,208,5,0.02,0.02,67.0,55.4,F
2025-08-11 12:05:36,3.3,4.4,514,13,0.01,0.01,67.4,55.4,F
2025-08-11 12:06:36,3.6,6.0,625,14,0.02,0.02,67.3,55.4,F
2025-08-11 12:07:36,2.2,3.8,403,9,0.02,0.01,67.6,55.5,F
2025-08-11 12:08:36,1.6,2.6,235,6,0.02,0.01,67.8,56.7,F
2025-08-11 12:09:36,1.8,2.9,310,7,0.01,0.02,68.4,54.4,F
2025-08-11 12:10:36,0.6,0.9,137,2,0.01,0.01,68.6,53.3,F
2025-08-11 12:11:36,0.9,1.5,179,3,0.02,0.02,69.0,53.3,F
2025-08-11 12:12:36,1.1,1.9,265,4,0.02,0.01,69.0,52.2,F
2025-08-11 12:13:36,0.7,1.0,158,2,0.01,0.02,69.2,49.9,F
2025-08-11 12:14:36,0.7,1.2,141,2,0.01,0.01,68.8,53.4,F
2025-08-11 12:15:36,1.0,1.8,210,3,0.01,0.01,69.0,51.1,F
2025-08-11 12:16:36,0.8,0.8,189,3,0.02,0.02,68.6,51.1,F
2025-08-11 12:17:36,0.6,0.7,132,2,0.01,0.01,68.5,51.2,F
2025-08-11 12:18:36,0.9,1.6,221,3,0.02,0.01,68.3,52.3,F
2025-08-11 12:19:36,0.9,0.9,220,3,0.01,0.01,68.3,53.5,F
2025-08-11 12:20:36,1.3,2.4,264,5,0.01,0.02,68.5,54.6,F
2025-08-11 12:21:36,0.9,1.7,220,3,0.02,0.01,68.6,53.5,F
2025-08-11 12:22:36,0.9,1.4,190,3,0.02,0.01,68.5,54.7,F
2025-08-11 12:23:36,1.0,1.6,227,4,0.02,0.01,68.4,53.5,F
2025-08-11 12:24:36,1.7,2.6,280,7,0.01,0.01,68.2,53.6,F
2025-08-11 12:25:36,1.6,2.6,244,6,0.01,0.02,67.9,53.6,F
2025-08-11 12:26:36,1.9,3.2,334,7,0.02,0.02,67.8,55.9,F
2025-08-11 15:34:05,1.5,2.9,294,6,0.02,0.01,66.3,59.4,F
2025-08-11 15:36:04,1.8,3.1,299,7,0.01,0.01,65.6,60.9,F
